Code,Title,Credits,AH,SE,SS,ACGH,DD,OL,QL,SL,VL,WC,WE,Desc
SAS 190X,"Science & Society Seminar",1-4,,,,,,,,,,,,"Seminar-1 hour(s). Prerequisite(s): Consent of Instructor. Upper division standing. Limited to 20 students. Indepth examination at an upper division level of a special topic in Science and Society. Emphasis upon student participation in learning. May be repeated for credit. (P/NP grading only.)"
SAS 192,"Internship in Science & Society",1-12,,,,,,,,,,,,"Internship-3-36 hour(s). Prerequisite(s): Consent of Instructor. Upper division standing. Supervised internship on or off campus, in the community, or in institutional settings. (P/NP grading only.)"
SAS 197T,"Tutoring in Science & Society",1-5,,,,,,,,,,,,"Tutorial-3-15 hour(s). Prerequisite(s): Consent of Instructor. Upper division standing; completion of course being tutored or the equivalent. Tutoring of students in Science & Society courses. Assistance with discussion groups and laboratory sections under supervision of instructor. May be repeated for credit if tutoring another Science & Society course. (P/NP grading only.)"
SAS 198,"Directed Group Study",1-5,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. Directed group study. May be taught abroad. (P/NP grading only.)"
SAS 199,"Special Study in Science & Society",1-5,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. Upper division standing. (P/NP grading only.)"
SAS 298,"Group Study",1-5,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. May be repeated for credit when topic differs. (S/U grading only.)"
SAS 299,"Graduate Research",1-12,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. Graduate student. May be repeated for credit. (S/U grading only.)"
SAS 390,"Teaching Methods in Science & Society",1,,,,,,,,,,,,"Discussion-1 hour(s). Prerequisite(s): Consent of Instructor. Graduate level. Practical experience in methods and problems related to teaching Science & Society courses. Discussion of critical pedagogies specific to teaching of science-societal issues, preparing for and conducting discussion sessions, analyses of texts and supporting material, formulation of assignments, exams. May be repeated for credit. (S/U grading only.)"
SOC 001,"Introduction to Sociology",5,,,5,5,5,,,,,,,"Lecture-4 hour(s); Discussion-1 hour(s). Principles and basic concepts of sociology. The study of groups, culture, collective behavior, classes and caste, community and ecology, role, status, and personality."
SOC 002,"Self & Society",4,,,4,4,4,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Exploration of how self and identity are formed and transformed by socialization and social interaction in relation to roles, groups, institutions, power, and social change. Consideration of how people make decisions, fall in love, and come to blows."
SOC 003,"Social Problems",4,,,4,4,4,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). General sociological consideration of contemporary social problems in relation to sociocultural change and programs for improvement."
SOC 004,"Immigration & Opportunity",4,,,4,4,4,,,,,4,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper. Social and demographic analysis of immigration: motives and experiences of immigrants; immigration and social mobility; immigration, assimilation, and social change; multicultural societies. Detailed study of immigration into the U.S., with comparative studies of Europe, Australia, and other host countries."
SOC 005,"Global Social Change: An Introduction to Macrosociology",4,,,4,4,,,,,,4,,"Lecture-3 hour(s); Discussion-1 hour(s). Introduction to change and diversity in world history, including the United States. Examines population and family, technological change and economic development, power and status, culture and identity."
SOC 006,"Health & Illness",4,,,4,,4,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Introduction to the sociology of health and illness, including social determinants of health, social inequalities in health/health disparities, social construction of health, the organization of health care, and the politics of health care reform."
SOC 011,"Sociology of Labor & Employment",4,,,4,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Labor and employment issues in the contemporary United States with some use of historical and comparative materials. Topics include strategies pursued by employers and employees, labor market discrimination and the role of social policies in shaping labor markets."
SOC 012Y,"Data Visualization in the Social Sciences",4,,,,,,,4,,4,,,"Lecture-2 hour(s); Laboratory-1.5 hour(s); Web Virtual Lecture-1.5 hour(s). Introduction to quantitative data across the social sciences (Communications, Political Science, Psychology, Sociology, and other disciplines). Transforming data, describing data, producing graphs, visual reasoning, and interpretations. (Same course as CMN 012Y, PSC 12Y, POL 012Y.)"
SOC 025,"Sociology of Popular Culture",4,,,4,,,,,,4,,,"Lecture-3 hour(s); Discussion-1 hour(s). Social mechanisms that shape modern popular culture. High, folk, and mass culture: historical emergence of popular culture. Mass media, commercialization, ideology and cultural styles. Theories and methods for analyzing cultural expressions in pop music, street art, film, television, and advertising."
SOC 030A,"Intercultural Relations in Multicultural Societies",3,,,3,3,3,,,,,,,"Lecture-1.5 hour(s); Discussion-1.5 hour(s). Macro-structural analysis of contemporary multicultural societies; immigration and assimilation in comparative perspective; social construction of racial and ethnic group identities; ethnicity and gender; group conflict and cooperation; controversies surrounding multiculturalism. First course in a two-course Multicultural Immersion Program."
SOC 030B,"Intercultural Relations in Multicultural Societies",3,,,3,3,3,,,,,,,"Lecture-1.5 hour(s); Discussion-1.5 hour(s). Prerequisite(s): SOC 030A; or Consent of Instructor. Socialpsychological analysis of personal experiences living in a multicultural society; conforming to or rejecting group identity or stereotypes; managing and reducing conflict; cross-cultural communication; promises and problems of diversity at UC Davis. Second course in a two-course Multicultural Immersion Program."
SOC 046A,"Introduction to Social Research",4,,,4,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper; Project (Term Project). Examination of the methodological problems of social research. Selection and definition of problems of investigation, data-gathering techniques, and sampling."
SOC 046B,"Introduction to Social Research",5,,,5,,,,5,,,,,"Lecture-4 hour(s); Discussion-1 hour(s). Data-analysis techniques, measurement, scaling, multivariate analysis, and quantitative measures of association."
SOC 098,"Directed Group Study",1-5,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. Primarily intended for lower division students. (P/NP grading only.)"
SOC 099,"Special Study for Undergraduates",1-5,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. (P/NP grading only.)"
SOC 100,"Origins of Modern Sociological Theory",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Origins of modern sociological thought. Special emphasis on three major theorists from the classical tradition of 19th-century European social thought: Karl Marx, Max Weber, and Emile Durkheim."
SOC 103,"Evaluation Research Methods",4,,,4,,,,,4,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): SOC 001 or SOC 002 or SOC 003 recommended; SOC A and SOC 046B recommended. Surveys applications of research methods to the evaluation of social programs, primarily emphasizing methodological issues, e.g., research design and data collection; uses of evaluation research are also discussed and placed in theoretical context. Participation in an evaluation project."
SOC 104,"The Political Economy of International Migration",4,,,4,,,,,,,4,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, SOC 003, or SOC 004 recommended. Analysis of worldwide migration patterns, and social scientific theories of international and transnational migration. Focus in economical, political, and social impact of immigration and potential for international and regional cooperation. (Same course as IRE 104.)"
SOC 106,"Intermediate Social Statistics",5,,,5,,,,5,5,,,,"Lecture-4 hour(s); Discussion-1 hour(s). Prerequisite(s): SOC 046B; or Consent of Instructor. Intermediate level course in statistical analysis of social data, emphasizing the logic and use of statistical measures, procedures, and mathematical models especially relevant to sociological analysis."
SOC 118,"Political Sociology",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s); Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Relation of social cleavages and social cohesion to the functioning of political institutions; the social bases of local and national power structures; social sources of political movement, analysis of concepts of alienation, revolution, ideology, ruling class, and elite."
SOC 120,"Deviance",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion. Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Social structural sources, institutional practices and microprocesses associated with illegality, evil, disease, immorality, disability, racial and class differences, citizenship, and the body. Special emphasis on expert knowledge and the production and management of social difference."
SOC 122,"Sociology of Adolescence",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s); Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Chronological age and social status; analysis of social processes bearing upon the socialization of children and adolescents. The emergence of youth cultures. Generational succession as a cultural problem."
SOC 124,"Education & Inequality in the U.S.",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Functions of schooling in contemporary U.S. society. Racial, ethnic, social class, and gender inequalities in student outcomes. Consideration of classic and current controversies in the sociology of education and education policy."
SOC 125,"Sociology of Culture",4,,,4,,,,,,,,,"Lecture/Discussion-3 hour(s); Term Paper. Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Sociological approaches to study of historical and contemporary culture and mass media, and their structuring in relation to social actors, institutions, stratification, power, the production of culture, audiences, and the significance of culture in processes of change."
SOC 126,"Social Interaction",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Everyday interaction in natural settings; ethnographic approaches to the understanding of social meanings, situations, personal identity and human relationships. Particular attention to the work of Erving Goffman and to principles of field observation and qualitative analysis."
SOC 128,"Interracial Interpersonal Dynamics",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Analysis of the influences of cultural differences and racial stratification on interpersonal interaction in instrumental settings (e.g., work, education, political action) and intimate settings (e.g., friendship, love, marriage, family). Minority/majority relationships."
SOC 129,"Sociology of Black Experience in America",4,,,4,4,4,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Survey of historical and contemporary theoretical sociological perspectives on the Black experience in United States. Emphasis on comparisons of Black sociological perspectives and mainstream perspectives of specific sociologists."
SOC 130,"Race Relations",4,,,4,4,4,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Functions of the social definitions of race and racial groups. Analysis of racial conflict, oppression, and other forms of ethnic stratification. Models of ethnic interaction and social change. Emphasis on racial relationships within the U.S."
SOC 131,"The Family",4,,,4,4,4,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Contemporary family life in historical and cross-cultural perspective. How different family forms arose, their significance today and prospects for further family change. Attention to power relations within and beyond the family and to the social implications of family transformation."
SOC 132,"The Sociology of Gender",4,,,4,4,4,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Analysis of biological, psychological, cultural and structural conditions underlying the status and roles of men and women in contemporary society, drawing on a historical and comparative perspective."
SOC 133,"Sexual Stratification & Politics",4,,,4,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): Consent of Instructor. SOC 001, SOC 002, or SOC 003 recommended. Analysis of origins, dynamics, and social implications of sexual stratification. Examination of classical and contemporary theorists such as Engels, Freud, J.S. Mill, de Beauvoir, Juliet Mitchell, D. Dinnerstein. Attention to selected issues in social movements for and against sexual equality."
SOC 135,"Social Relationships",4,,,4,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper. Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Social and cultural factors influencing friendships and intimate relationships. Topics include relationship development, relationship maintenance, and relationship loss."
SOC 137,"African American Society & Culture 1790 to 1990",4,,,4,4,4,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Political and social transformations of African American communities between 1790 and 1990, as seen through film, literature, and music. Topics include: Black consciousness, Afro-Slave culture, The Harlem Renaissance, and contemporary Hip Hop."
SOC 138,"Economic Sociology",4,,,4,4,,,,,,4,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Overview of the rapidly growing field of economic sociology. Focus on variations in the ways that markets are organized. The relationship between individual and collective rationality will also be emphasized."
SOC 139,"Corporations & Society",4,,,4,4,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Study of the history and power of the modern corporation; corporate organization; politics, the state, and the corporation; labor unions and the labor process; competition, regulation and international markets; the multinational and conglomerate corporation; and mass markets and consumerism."
SOC 140,"Social Stratification",4,,,4,4,4,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s); Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Systems of social ranking, theories of stratification; power, prestige, culture, and styles of life of various social classes; social mobility and its consequences for social structure."
SOC 141,"Industrialization & Social Change",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s); Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Selected technological and social factors. Preconditions of economic development and industrialization. Social, political, and cultural issues at various levels of economic development. Major historical differences and major current trends. Emphasis either on highly industrialized countries or on less developed countries."
SOC 143A,"Urban Society",4,,,4,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper; Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Theories of city origins. Analysis of the historic process of urbanization and of varying city types. Comparison of American and European experience of metropolitanization,counterurbanization,and neighborhood change. Consideration of competing theories of urban growth and change and competing visions of the urban future."
SOC 143B,"Sociology of City Life",4,,,4,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper; Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Critical dissection of the loss of community issue. Analysis of the organization of primary ties in the city, of the culture of urban public life and of the learning of city skills."
SOC 144,"Agriculture & Society",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Development of agriculture as a major enterprise in modern society with the concomitant reduction in the labor force and family farms. Analysis of issues including mechanization, migrant labor, corporate farming, and public resource policy."
SOC 145A,"Sociology of Third World Development",4,,,4,,,,,,,4,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Introduction to theories and contemporary issues in the sociology of development. Topics such as urbanization, rural/agrarian change, class, status groups, international division of labor, sectoral shifts, international capital, informal economy, gender, and political processes are analyzed within a comparative-historical framework."
SOC 145B,"Gender & Rural Development in the Third World",4,,,4,,,,,,,4,,"Seminar-4 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Political-economic analysis of women and work during the process of socioeconomic change in the world with particular attention to the family/household context."
SOC 146,"Sociology of Religion",4,,,4,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper; Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Relationship between social structures and religions. The social setting of the major world religions. Religious innovators and institutionalization (churches, sects, cults). Secularization in the modern world and the rise of secular ideologies."
SOC 147,"Sociological Perspectives on East Asia",4,,,4,,,,,,,4,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper; Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Sociological theories and concepts applied toward understanding East Asian society. Emphasis on the political structure, stratification, and economy in China and Japan. Analysis of historical and contemporary similarities and differences."
SOC 148,"Collective Behavior",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Study of behavior of human crowds and masses in extraordinary circumstances, including crowd panics, mass scares, collective protests, riots, revolutionary situations, ecstatic and revivalist gatherings, crazes, fads, and fashions."
SOC 150,"Criminology",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s); Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Sociological analysis of criminal behavior in relation to social structure and the criminalization process."
SOC 151,"The Criminal Justice System",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Sociological analysis of the different components of the criminal justice system including the emergence and interpretation of criminal laws, the contemporary roles and functions of the police, criminal courts and correctional institutions."
SOC 152,"Juvenile Delinquency",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s); Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Study of juvenile delinquency in relation to the family, peer groups, community, and institutional structures. Consideration of processing of the delinquent by formal agencies of control."
SOC 153,"The Sociology of Childhood",4,,,4,4,4,,,,,4,,"Lecture-3 hour(s); Term Paper. Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Contemporary childhood in historical, cross-cultural, and global perspectives. Examine changes in understanding of the nature of childhood and "best interests of the child" by class, race, gender, geographic region, and historical period."
SOC 155,"Sociology of Law",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Law considered as social control; relation of legal institutions to society as affecting judicial decision making and administration of justice. Lawyers as an occupational group. Legal reform."
SOC 156,"Social Movements",4,,,4,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper; Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Analysis of several aspects of social movements: mobilization, forms of organization, ideology, recruitment, leadership, strategies and tactics, development, effects. Frequent use of sound and film materials."
SOC 157,"Social Conflict",4,,,4,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper; Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Analysis of the causes, dynamics, and regulation of social conflict within and between various kinds of social groupings with particular reference to nonviolent methods of waging and regulating conflict."
SOC 159,"Work, Employment, & Careers in the 21st Century",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Historical and contemporary overview of employment, work, and occupations in American society. Study of authority and power relations, labor markets, control systems, stratification, and corporate structures, and how these factors shape work in diverse or organizational and employment setting."
SOC 160,"Sociology of the Environment",4,,,4,4,4,,,,,4,,"Lecture-3 hour(s); Term Paper. Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Production, consumption, and urban expansion. Basic social logics surrounding current problems of resource scarcity environmental extractions) and excess wastes (environmental additions). Ways that society can change and reorganize itself to become more environmentally conscious and hence ecologically sustainable."
SOC 161,"The Civil Justice System",4,,,,,,,,,,,,"Lecture-3 hour(s); Term Paper. Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Empirical studies of the different aspects of the civil justice system in the United States and Global Society including the litigation, juries, civil rights, and international laws relating to trade, the environment, and human rights."
SOC 162,"Society, Culture, & Health",4,,,4,,4,,,,,,,"Review all entries Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, SOC 003, or SOC 006 recommended. Analysis of how socio-cultural factors shape illness experience. Evaluation of how certain conditions come to be understood as health conditions; illness identities and biographies; doctor-patient interactions; biomedical cultures; and how race, ethnicity, and gender shape health practices."
SOC 162,"Society, Culture, & Health",4,,,4,,4,,,,,,,"Review all entries Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, SOC 003, or SOC 006 recommended. Analysis of how socio-cultural factors shape illness experience. Evaluation of how certain conditions come to be understood as health conditions; illness identities and biographies; doctor-patient interactions; biomedical cultures; how race, ethnicity, and gender shape health practices."
SOC 163,"Population Health: Social Determinants & Disparities in Health",4,,,4,,4,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, SOC 003, or SOC 006 recommended. Survey of the social determinants and disparities in health: measurement of population health; health transitions and global disparities; domestic disparities in health by class, race/ethnicity, nativity, gender, and sexual orientation; social determinants including social support, social stress, neighborhoods, and policy."
SOC 164,"Health Policy & Politics",4,,,4,,4,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, SOC 003, or SOC 006 recommended. Introduction to health policy and politics, including health care access and delivery, and policies related to health inequalities, the social determinants of illness and health behaviors."
SOC 170,"Population",4,,,4,,,,4,,,,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper; Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Introduction to the study of human population, including theories and statistical measures; social causes and consequences of population trends; changes in population structure; geographical distribution, migration, sociopsychological factors affecting fertility."
SOC 171,"Sociology of Violence & Inequality",4,,,4,,,,,,,,,"Lecture/Discussion-4 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. How systems of social inequality organize the practice of violence. Definitions of violence and issues affecting the social capacity for violence. Analysis and comparison of different forms of violence associated with race, class, gender relations and social organization."
SOC 173,"Sociology Through Literature",4,,,4,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper; Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Introduction to analysis of literature as sociological data. Reading of numerous works on American and other societies by authors such as Steinbeck, Lewis, Dreiser, Schulberg, Orwell, etc."
SOC 174,"American Jewish Identities & Communities",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Sociology of Jewish life, analyzing challenges to Jewish identity and community in the diaspora. Diversity within the Jewish community, Americanization, women, new immigrants, post-Holocaust Jewish identity, and LGBT Jews."
SOC 176,"Sociology of Knowledge, Science, & Scientific Knowledge",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Social, cultural, and historical dimensions of knowledge, especially scientific knowledge. Problems, methods, and theory in sociology of scientific knowledge. Laboratory and historical case studies. Scientific and technical knowledge in institutional and organizational contexts. (Same course as STS 176.)"
SOC 178,"Punishment & Corrections",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper. Prerequisite(s): SOC 001, 002, or 003 recommended. Origins, characteristics, and consequences of various sanctions and punishment regimes including fines, banishment, incarceration, deportation, and execution."
SOC 180A,"Complex Organizations",4,,,4,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s); Term Paper; Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Develops a sociological approach to organizations theory. Designed to introduce sociological concepts, address the alternative psychological and economic models, and involve students in the practice of organizational analysis."
SOC 185,"Social Policy",4,,,4,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s); Project (Term Project). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Examination of social policies that affect the well-being of individuals, families and groups, including such policies as old-age pensions, health insurance, and aid to the poor. Students may not take both SOC 185 and SOC 185Y for credit."
SOC 185Y,"Social Policy",Hybrid Version,,,Hybrid Version,,,,,,,,Hybrid Version,"(4) Web Virtual Lecture-1.5 hour(s); Lecture-1.5 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Examination of social policies that affect the well-being of individuals, families and groups, including such policies as old-age pensions, health insurance, and aid to the poor. Students may not take both SOC 185 and SOC 185Y for credit."
SOC 188,"Markets, Culture & Inequality in China",4,,,4,,,,,,,4,,"Lecture-3 hour(s); Term Paper. Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. Economic and political systems and patterns of social interaction and inequality in China. State and corporate structures and practices, market and consumer behaviors, social mobility and stratification, protest and resistance."
SOC 192,"Internship & Research Practicum",1-6,,,,,,,,,,,,"Internship-3-18 hour(s). Prerequisite(s): Consent of Instructor. Must have 84 units complete; faculty approval of proposed internship. Supervised internship and study in an agency, organization, or institution; application of sociological concepts to the work experience. Maximum of 4 units may be counted toward the major. May be repeated for credit with consent of instructor. (P/NP grading only.)"
SOC 193,"Workshop in Field Research",2,,,2,,,,,,,,2,"Lecture/Discussion-2 hour(s). Prerequisite(s): SOC 046A; (SOC 192 (can be concurrent) or SOC 199 (can be concurrent)); SOC 192 or SOC 199 required concurrently for 2-4 units; senior standing. Overview of the process of collecting, recording, analyzing, and reporting qualitative social data. Emphasis on application of principles; each participant completes an original research project. Not open for credit to students who have completed SOC HA."
SOC 194HA,"Special Study for Honors Students",4,,,4,,,,,,,,,"Seminar-3 hour(s); Term Paper. Prerequisite(s): Senior standing and admission to the Honors Program. Directed reading, research and writing culminating in the preparation of a Senior Honors Thesis under direction of faculty advisor."
SOC 194HB,"Special Study for Honors Students",4,,,4,,,,,,,,,"Seminar-3 hour(s); Term Paper. Prerequisite(s): Senior standing and admissions to the Honors Program. Directed reading, research and writing culminating in the preparation of a Senior Honors Thesis under direction of faculty advisor."
SOC 195,"Special Topics in Sociological Analysis",4,,,4,,,,,,,,,"Seminar-3 hour(s); Term Paper. Prerequisite(s): SOC 001, SOC 002, or SOC 003 recommended. In-depth examination of topics in sociology. Emphasis on student research and writing. May be repeated for credit when topic differs."
SOC 197T,"Tutoring in Sociology",1-4,,,,,,,,,,,,"Tutorial-3-12 hour(s). Prerequisite(s): Upper division standing; completion of appropriate course with distinction. Activities vary depending on the nature of the course assignment. May include (but not limited to) tutoring on course material, advising on projects and papers, and leading discussion groups. (P/NP grading only.)"
SOC 198,"Directed Group Study",1-5,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. (P/NP grading only.)"
SOC 199,"Special Study for Advanced Undergraduates",1-5,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. Must have 84 units complete and faculty approval. Special study. P/NP grading only.)"
SOC 201,"Social Research",4,,,,,,,,,,,,"Lecture/Discussion-3 hour(s); Term Paper-1 hour(s). Prerequisite(s): Graduate standing or consent of instructor. Comparative survey of sociological inquiry, taught as a practicum. Philosophy of social science; values and research; research agendas and research problem formulations; research process; explanations; interpretation; study design; concept formation, measure, sampling, data acquisition, inference; rhetoric and presentation of findings."
SOC 206,"Quantitative Analysis in Sociology",4,,,,,,,,,,,,"Lecture-4 hour(s). Prerequisite(s): SOC 106. Survey of the statistical models and methods that serve as a foundation for quantitative research in sociology, with an emphasis on multivariate regression analysis, as well as measurement theory and time series analysis. (S/U grading only.)"
SOC 207A,"Methods of Quantitative Research",4,,,,,,,,,,,,"Lecture-3 hour(s); Term Paper. Prerequisite(s): SOC 106; Or the equivalent. Principles of study design, examination of measurement, survey research methods and multivariate analysis. Stresses actual practice of techniques. Carry out quantitative data analysis using packaged computer programs. May be repeated up to 8 unit(s) with instructor approval."
SOC 208,"Topics in Advanced Quanitative Methods in Social Science",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper. Prerequisite(s): SOC 206; Or the equivalent and graduate standing; major graduate students. Analysis of the logic and application of an advanced statistical model; the particular model chosen may vary. Emphasis on the model's assumptions, its strengths and weaknesses, its application for social science inquiry, and the relationship between methods and social theory. May be repeated up to 12 unit(s)."
SOC 215,"Economy, Polity, & Society",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper. Prerequisite(s): Consent of Instructor. Open to graduate students in sociology & related disciplines. Introduces students to topics and selected issues in the related fields of economic and political sociology and political economy."
SOC 220,"Deviance, Law, & Social Control",4,,,,,,,,,,,,"Seminar-3 hour(s); Project (Term Project). Prerequisite(s): SOC 120; or Consent of Instructor. Report and discussions of literature on selected forms of deviance in relation to law and formal social control. Agency contacts and exploratory research projects."
SOC 224,"Sociology of Education",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper. Prerequisite(s): SOC 206 or equivalent recommended. Restricted to graduate students or consent of instructor. Overview of sociological theories accounting for the form, role, and evolution of educational systems. Emphasis on empirical research on education and social stratification and application to educational policy."
